62,1,63,0,0,0,0,0,0,0,0,1,0,0,0,61,11,8,0,1 
77,0,77,0,0,0,0,1,0,0,0,8,0,0,0,77,15,9,0,1 
45,0,42,0,0,0,0,0,0,0,0,1,0,1,0,45,10,5,0,1 
90,0,91,0,0,0,0,0,0,0,0,3,0,1,0,91,19,10,0,1 
113,0,109,1,2,0,0,0,0,0,0,1,0,2,0,111,24,7,0,2 
153,0,159,0,0,0,1,0,0,0,0,5,0,1,3,159,38,10,0,2 
177,0,177,2,0,0,0,0,0,0,2,6,0,0,0,179,38,7,0,3 
61,0,61,0,0,0,0,0,0,0,0,4,0,0,0,62,16,8,0,1 
167,0,163,0,1,0,0,1,0,0,0,7,0,0,1,167,38,22,0,1 
77,0,79,0,0,0,0,0,0,0,0,1,0,0,0,79,18,9,0,1 
175,1,177,0,0,0,0,2,0,0,2,7,0,2,0,179,35,7,0,3 
59,0,60,0,0,0,0,1,0,0,1,3,0,0,0,60,13,9,0,1 
109,0,114,0,0,0,0,0,0,0,1,4,0,1,0,113,24,5,0,3 
69,0,73,0,0,1,0,1,0,0,0,3,0,0,1,73,16,10,0,1 
44,0,44,0,0,0,0,0,0,0,0,3,1,0,0,44,8,4,0,1 
51,0,49,0,0,0,0,0,0,0,0,1,0,0,0,51,12,6,0,1 
81,0,83,0,0,0,0,0,0,0,0,4,1,1,0,81,18,10,0,1 
70,0,71,0,0,0,0,2,0,0,0,4,0,0,0,74,18,11,0,1 
126,0,133,1,0,0,0,0,0,0,0,5,0,2,0,131,29,17,0,1 
74,0,74,0,0,0,0,0,0,0,0,5,0,0,0,73,15,4,0,2 
59,0,59,0,0,0,0,0,0,0,0,2,0,0,0,61,14,7,0,1 
140,2,137,0,0,0,0,0,0,0,1,3,0,0,2,138,29,5,0,3 
89,0,85,0,0,0,0,0,0,0,0,2,0,1,0,89,21,12,0,1 
97,0,90,0,0,0,0,0,0,0,0,3,0,1,0,98,23,13,0,1 
102,0,102,0,0,0,0,0,0,0,0,3,0,1,0,104,21,6,0,2 
65,0,65,0,0,0,0,0,0,0,0,4,0,0,0,65,12,3,0,2 
118,0,117,0,0,0,0,1,0,0,1,5,1,1,0,117,24,15,0,1 
62,0,60,0,1,0,0,0,0,0,0,0,0,2,0,62,12,4,0,2 
101,0,103,0,0,1,0,1,0,0,0,2,0,0,1,103,24,14,0,1 
33,0,33,0,0,0,0,0,0,0,0,2,0,0,0,33,6,3,0,1 
79,1,76,0,1,0,0,0,0,0,0,1,0,0,1,78,18,5,0,2 
39,0,39,0,0,0,0,0,0,0,0,3,1,0,0,38,8,4,0,1 
33,0,33,0,0,0,0,0,0,0,0,3,1,0,0,33,6,3,0,1 
109,0,106,0,0,0,0,0,0,0,0,1,1,2,0,108,26,15,0,1 
29,0,29,0,0,0,0,0,0,0,0,3,0,0,0,29,7,4,0,1 
85,0,84,0,0,0,0,1,0,0,0,6,0,1,0,86,18,13,0,1 
78,0,78,0,0,0,1,0,0,0,0,3,1,0,0,78,16,4,0,2 
189,3,195,0,0,0,0,0,0,0,1,4,1,2,0,191,39,6,0,4 
36,0,37,0,1,0,0,0,0,0,0,2,0,0,1,37,9,5,0,1 
85,0,82,1,0,0,0,0,0,0,1,0,0,0,0,85,19,10,0,1 
63,0,63,0,0,0,0,0,0,0,0,3,0,0,0,65,11,3,0,2 
54,0,54,0,0,0,0,0,0,0,0,5,0,1,0,54,12,4,0,2 
113,0,111,1,0,0,0,0,0,0,0,5,1,2,0,114,28,15,0,1 
