129,0,129,0,2,0,1,0,0,0,1,6,1,1,0,129,28,15,0,1 
106,1,109,0,0,0,1,0,0,0,0,3,1,0,0,107,22,11,0,1 
175,0,172,1,0,0,1,0,0,0,0,5,0,2,0,177,39,11,0,2 
206,0,209,1,2,0,1,0,0,0,0,7,2,5,0,207,46,14,0,2 
67,0,68,0,0,0,0,1,0,0,0,3,0,0,1,68,11,6,0,1 
78,1,75,0,0,0,0,0,0,0,0,0,0,2,0,75,18,9,0,1 
164,0,163,0,2,0,1,0,0,0,2,6,2,0,0,167,34,9,0,2 
56,0,57,0,0,0,0,0,0,0,2,0,0,1,0,55,10,4,0,2 
213,0,213,0,0,0,0,1,0,0,1,8,1,0,0,213,42,25,0,1 
130,0,138,1,0,0,0,0,0,0,0,2,0,1,0,138,33,18,0,1 
72,0,75,0,1,0,0,0,0,0,0,3,0,1,0,75,16,9,0,1 
114,1,119,1,1,0,0,0,0,0,0,6,0,2,0,116,27,14,0,1 
58,0,56,0,0,0,0,0,0,0,0,2,0,1,0,57,16,8,0,1 
70,0,72,0,1,0,0,0,0,0,0,2,0,2,0,72,14,8,0,1 
29,0,30,0,0,0,0,0,0,0,0,2,0,0,0,30,6,4,0,1 
148,0,146,0,0,0,0,1,0,0,0,6,0,0,0,148,33,10,0,2 
238,3,234,4,0,1,1,0,0,0,0,3,0,4,1,237,60,16,0,2 
88,2,90,0,2,0,0,0,0,0,0,2,0,0,0,88,19,4,0,3 
91,0,94,0,0,1,0,0,0,0,1,3,0,0,0,94,23,12,0,1 
83,1,83,1,2,0,0,0,0,0,0,2,0,1,0,83,20,12,0,1 
129,1,126,0,0,0,0,0,0,0,0,4,0,1,0,130,30,17,0,1 
4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,1 
108,1,110,0,0,0,1,0,0,0,0,1,0,2,1,109,21,7,0,2 
92,0,87,0,0,0,0,0,0,0,0,2,1,1,0,92,22,12,0,1 
24,0,24,0,0,0,0,0,0,0,0,3,0,0,0,24,5,3,0,1 
72,0,72,0,0,0,0,0,0,0,0,3,0,1,0,72,13,7,0,1 
47,0,47,0,1,0,0,0,0,0,0,2,0,0,0,47,10,5,0,1 
71,0,74,0,0,0,0,0,0,0,0,5,0,1,0,74,18,10,0,1 
180,0,175,1,0,0,0,1,0,0,1,14,1,0,0,184,41,25,0,1 
4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,1 
58,1,56,0,0,0,0,0,0,0,0,4,0,0,0,57,13,7,0,1 
133,0,136,1,1,0,0,0,0,0,0,8,0,1,0,138,32,17,0,1 
116,0,117,1,2,1,1,0,1,0,0,4,2,0,0,117,24,7,0,2 
36,0,37,0,0,0,0,0,0,0,0,1,0,1,0,37,7,3,0,2 
85,0,88,0,0,0,1,0,0,0,0,4,0,2,0,88,19,11,0,1 
122,1,124,0,0,0,0,0,0,0,0,3,0,2,0,122,29,16,0,1 
133,1,134,0,0,0,0,1,0,0,0,14,0,0,0,132,27,15,0,1 
21,0,22,0,0,0,0,0,0,0,0,2,0,0,0,22,5,3,0,1 
108,0,110,0,0,0,0,0,0,0,0,5,0,1,0,108,24,7,0,2 
82,1,78,0,0,0,0,0,0,0,1,4,0,0,1,82,18,3,0,3 
50,0,50,0,0,0,0,0,0,0,0,3,0,0,0,50,11,6,0,1 
118,0,120,0,0,0,0,0,0,0,1,5,0,0,0,120,27,7,0,2 
56,1,56,0,1,0,0,1,0,0,0,3,0,2,0,51,13,8,0,1 
157,1,155,0,0,0,0,0,0,0,0,2,0,2,0,157,35,10,0,2 
82,0,80,0,1,0,0,0,0,0,0,5,0,0,0,82,19,10,0,1 
118,0,121,0,0,0,0,0,0,0,0,3,0,1,0,121,26,15,0,1 
153,0,156,1,0,0,0,1,0,0,1,7,2,2,0,153,34,19,0,1 
99,0,97,0,0,0,0,0,0,0,0,1,0,4,0,98,20,12,0,1 
46,0,44,0,0,0,0,0,0,0,0,0,0,1,0,46,9,6,0,1 
59,0,61,0,2,0,0,0,0,0,0,1,0,0,0,61,14,7,0,1 
168,0,169,2,0,0,0,1,0,0,0,3,0,3,0,168,38,21,0,1 
42,0,41,0,0,0,0,0,0,0,0,2,0,0,0,43,10,6,0,1 
177,3,176,0,0,0,0,1,0,0,0,9,0,0,0,176,37,7,0,3 
10,0,10,0,0,0,0,0,0,0,1,0,0,0,0,10,1,1,0,1 
76,0,79,0,1,0,0,0,0,0,0,4,0,0,0,79,18,10,0,1 
161,0,160,0,2,0,0,0,0,0,0,7,1,2,0,161,33,9,0,2 
109,1,108,0,1,0,0,0,0,0,0,0,0,2,0,109,25,13,0,1 
197,0,196,1,1,0,0,0,0,0,0,6,2,1,0,204,47,25,0,1 
122,0,118,0,1,0,1,1,0,0,0,10,0,1,0,122,26,17,0,1 
51,0,51,0,0,0,0,0,0,0,0,4,0,0,0,49,10,6,0,1 
148,0,150,1,0,0,1,1,0,0,1,6,0,1,0,150,26,6,0,3 
12,0,12,0,0,0,0,0,0,0,0,1,0,0,0,12,1,1,0,1 
69,0,68,0,0,0,0,0,0,0,0,1,0,3,0,68,14,8,0,1 
117,0,119,0,0,0,0,0,0,0,0,6,1,1,0,121,28,8,0,2 
89,0,88,0,0,0,0,0,0,0,0,2,0,0,1,90,20,11,0,1 
186,0,183,0,0,1,1,0,0,0,0,5,0,0,0,189,41,12,0,2 
65,0,65,0,0,0,0,0,0,0,0,2,0,0,0,67,16,8,0,1 
147,0,152,0,0,0,1,0,0,0,0,6,0,2,0,151,35,10,0,2 
59,0,59,0,0,0,0,0,0,0,0,1,0,2,0,59,14,7,0,1 
71,0,69,0,1,0,0,0,0,0,0,2,0,0,0,69,18,9,0,1 
51,0,53,0,1,0,0,0,0,0,0,2,0,0,0,53,11,6,0,1 
163,0,161,0,0,0,0,1,0,0,2,9,0,2,0,163,35,11,0,2 
52,0,54,0,0,0,0,0,0,0,0,2,1,2,0,54,12,6,0,1 
81,0,78,0,1,0,0,1,0,0,0,3,0,1,0,78,18,11,0,1 
170,0,170,0,0,1,0,0,0,0,0,3,0,2,1,176,41,11,0,2 
58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,60,14,7,0,1 
51,0,53,0,0,0,0,0,0,0,0,0,0,1,0,52,12,7,0,1 
82,0,81,0,0,0,0,0,0,0,0,3,0,1,0,83,18,11,0,1 
173,0,171,1,1,0,0,0,0,0,0,5,1,1,0,177,42,11,0,2 
33,0,33,0,0,0,0,0,0,0,0,1,0,1,0,33,7,4,0,1 
99,1,99,0,0,0,0,0,0,0,0,5,1,1,1,98,21,4,0,3 
127,1,131,0,0,0,0,1,0,0,0,4,0,3,0,129,30,18,0,1 
75,0,73,0,0,0,0,0,0,0,0,1,0,3,0,76,18,10,0,1 
125,2,125,1,1,0,0,0,0,0,0,3,0,1,1,127,30,16,0,1 
163,0,156,1,0,0,0,0,0,0,0,6,2,0,0,161,33,9,0,2 
175,0,175,1,0,0,0,1,0,0,0,2,0,1,0,174,40,11,0,2 
46,0,46,0,0,0,0,1,0,0,0,3,1,0,0,46,7,5,0,1 
109,0,110,1,0,0,0,0,0,0,0,3,0,2,0,108,25,13,0,1 
189,0,183,0,1,0,0,0,0,0,0,7,0,0,0,191,42,23,0,1 
109,0,104,0,0,0,0,0,0,0,0,4,0,2,0,109,26,15,0,1 
99,0,99,0,0,0,1,0,0,0,0,10,1,0,0,99,21,11,0,1 
157,0,150,0,0,0,0,0,0,0,0,3,0,2,2,154,33,10,0,2 
73,0,76,0,1,0,0,0,0,0,0,1,0,0,0,76,16,9,0,1 
199,0,202,1,0,0,0,0,0,0,1,7,0,2,1,204,45,13,0,2 
66,0,63,0,0,0,0,1,0,0,1,4,0,1,0,66,14,9,0,1 
67,1,69,0,1,0,0,0,0,0,0,3,0,1,1,70,17,9,0,1 
106,0,106,0,0,0,0,1,0,0,0,4,0,1,0,107,26,14,0,1 
135,1,131,0,1,1,0,1,0,0,0,6,0,1,0,131,31,9,0,2 
76,0,79,0,0,0,1,1,0,0,0,3,0,1,0,79,13,4,0,2 
175,0,174,2,0,0,0,0,0,0,1,2,1,3,0,178,41,23,0,1 
199,0,201,0,0,0,0,0,0,0,0,9,0,1,1,201,43,23,0,1 
95,0,95,0,0,0,0,0,0,0,0,7,0,0,0,92,16,5,0,2 
14,0,14,0,0,0,0,0,0,0,1,1,0,0,0,14,2,1,0,2 
158,0,158,1,0,0,0,0,0,0,0,6,0,3,0,158,39,23,0,1 
193,0,189,1,1,0,0,0,0,0,0,5,0,2,0,189,43,12,0,2 
161,1,150,1,0,0,0,0,1,0,0,4,0,2,1,161,37,20,0,1 
81,0,81,0,0,0,1,0,0,0,0,6,0,0,0,79,20,10,0,1 
48,0,45,0,0,0,1,0,0,0,1,2,0,0,0,48,8,5,0,1 
154,0,150,0,0,0,0,1,0,0,0,2,0,1,0,158,36,19,0,1 
63,1,61,0,2,0,0,0,0,0,0,2,0,0,0,63,14,7,0,1 
55,0,58,0,0,0,0,0,0,0,0,2,0,1,1,54,13,8,0,1 
72,0,72,0,0,0,0,1,0,0,0,3,0,0,0,72,15,9,0,1 
40,0,38,0,0,0,0,0,0,0,0,4,0,0,1,41,10,6,0,1 
51,1,51,0,0,0,0,0,0,0,0,0,0,1,0,48,10,6,0,1 
102,1,99,0,1,0,0,2,0,0,0,4,0,0,0,100,19,4,0,3 
86,0,84,0,0,0,0,0,0,0,2,4,0,1,0,84,19,5,0,2 
121,0,125,0,0,1,1,1,0,0,0,7,0,1,1,125,25,9,0,2 
182,2,185,0,1,0,0,0,0,0,0,3,1,3,1,182,34,10,0,2 
118,0,116,0,0,0,0,0,0,0,1,5,2,1,0,120,26,7,0,2 
12,0,12,0,0,0,0,0,0,0,0,1,0,0,0,12,1,1,0,1 
33,0,34,0,0,0,0,0,0,0,0,1,0,1,0,34,7,5,0,1 
103,0,106,0,0,0,0,0,0,0,0,2,0,2,0,104,21,6,0,2 
187,0,186,0,3,0,1,0,0,0,0,10,0,2,0,187,41,13,0,2 
25,0,25,0,0,0,0,0,0,0,0,1,0,0,0,25,6,3,0,1 
4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,1 
77,0,75,0,1,0,1,0,0,0,0,4,0,0,1,77,18,9,0,1 
103,0,109,0,0,1,0,0,0,0,0,2,0,0,0,109,22,5,0,3 
152,3,155,0,0,0,0,0,0,0,1,11,1,0,0,153,38,21,0,1 
57,0,58,0,1,0,0,0,0,0,0,2,0,1,0,56,11,7,0,1 
