@relation qqqq

@attribute first_person numeric
@attribute second_person numeric
@attribute third_person numeric
@attribute conjunct numeric
@attribute past_tense_verb numeric
@attribute furture_tense_verb numeric
@attribute commas numeric
@attribute colons_semicolons numeric
@attribute dashes numeric
@attribute parentheses numeric
@attribute ellipses numeric
@attribute common_nouns numeric
@attribute proper_nouns numeric
@attribute adverbs numeric
@attribute wh_words numeric
@attribute slang numeric
@attribute uppercase numeric
@attribute avg_sentence_len numeric
@attribute avg_token_len numeric
@attribute count_sentences numeric
@attribute class {../qqqq.twt} 

@data
111,0,114,0,1,0,0,1,0,0,0,2,0,0,0,114,23,11,0,1,../qqqq.twt
63,0,65,0,0,0,0,0,0,0,0,3,1,0,0,65,11,3,0,2,../qqqq.twt
196,0,196,1,0,1,0,2,0,0,0,7,0,2,0,196,37,6,0,3,../qqqq.twt
103,0,105,0,0,0,0,1,0,0,0,4,0,2,0,103,18,8,0,1,../qqqq.twt
119,0,121,1,0,0,1,1,0,0,0,5,0,0,0,121,23,6,0,2,../qqqq.twt
213,0,215,1,0,0,0,2,0,0,0,7,2,3,0,211,42,7,0,3,../qqqq.twt
69,0,66,0,0,0,0,0,0,0,0,2,0,0,0,69,15,7,0,1,../qqqq.twt
18,0,18,0,0,0,0,1,0,0,0,1,0,0,0,18,3,1,0,1,../qqqq.twt
97,0,95,0,0,0,0,1,0,0,0,5,0,1,0,97,21,5,0,2,../qqqq.twt
70,0,70,0,0,0,0,1,0,0,0,3,0,2,0,68,12,5,0,1,../qqqq.twt
59,0,59,0,0,0,0,1,0,0,0,4,0,0,0,59,10,2,0,2,../qqqq.twt
169,0,166,0,2,0,0,1,0,0,0,8,0,1,0,171,37,18,0,1,../qqqq.twt
113,0,117,0,0,0,0,1,0,0,0,3,0,0,0,117,20,9,0,1,../qqqq.twt
56,1,56,0,0,0,0,1,0,0,0,1,0,0,0,56,4,1,0,1,../qqqq.twt
70,0,70,0,0,0,0,1,0,0,0,4,0,0,0,70,12,5,0,1,../qqqq.twt
68,0,70,0,0,0,0,1,0,0,0,4,0,0,0,70,13,6,0,1,../qqqq.twt
125,0,120,0,0,0,0,1,0,0,0,3,0,1,0,127,27,12,0,1,../qqqq.twt
177,1,180,0,0,1,0,3,0,0,0,10,1,0,0,179,36,18,0,1,../qqqq.twt
161,0,160,0,0,0,0,0,0,0,0,6,0,1,0,165,30,8,0,2,../qqqq.twt
83,0,85,0,0,0,0,1,0,0,0,5,0,0,0,84,17,8,0,1,../qqqq.twt
86,0,86,0,0,0,0,1,0,0,0,3,0,0,0,89,16,7,4,1,../qqqq.twt
26,0,26,0,0,0,0,1,0,0,0,1,0,0,0,26,4,1,0,1,../qqqq.twt
79,0,81,0,0,0,0,1,0,0,0,5,0,0,0,81,14,6,0,1,../qqqq.twt
18,0,20,0,0,0,0,0,0,0,0,1,0,0,0,20,3,1,0,1,../qqqq.twt
60,0,60,0,0,0,0,1,0,0,0,4,0,0,0,59,13,6,0,1,../qqqq.twt
71,0,71,0,0,1,0,1,0,0,0,2,0,0,0,71,12,5,0,1,../qqqq.twt
107,0,107,0,1,0,0,1,0,0,1,7,0,0,1,107,23,6,0,2,../qqqq.twt
53,0,53,0,0,0,0,1,0,0,0,3,0,0,0,53,10,4,0,1,../qqqq.twt
155,1,158,0,1,0,0,2,0,0,0,6,0,1,0,156,30,7,0,2,../qqqq.twt
72,0,72,0,0,0,0,1,0,0,0,5,0,0,0,71,14,3,0,2,../qqqq.twt
111,0,110,0,0,0,0,0,0,0,0,5,0,1,0,113,21,5,0,2,../qqqq.twt
11,0,11,0,0,0,0,0,0,0,0,1,0,0,0,11,2,1,0,1,../qqqq.twt
149,0,153,0,1,1,0,0,0,0,0,2,0,2,0,151,30,16,0,1,../qqqq.twt
22,0,22,0,0,0,0,1,0,0,0,1,0,0,0,22,3,1,0,1,../qqqq.twt
111,0,113,0,0,0,0,1,0,0,0,4,0,0,0,115,16,4,0,2,../qqqq.twt
121,0,119,0,1,0,0,1,0,0,1,3,0,3,0,119,25,12,0,1,../qqqq.twt
240,0,234,1,1,0,0,1,0,0,0,12,3,0,0,240,53,13,0,2,../qqqq.twt
161,0,150,1,1,0,0,2,0,0,0,7,0,0,1,161,35,16,0,1,../qqqq.twt
105,0,102,0,0,0,0,1,0,0,0,5,0,0,0,104,22,10,0,1,../qqqq.twt
139,0,136,0,0,0,0,1,0,0,0,4,0,1,0,137,27,7,0,2,../qqqq.twt
102,0,104,0,0,0,0,2,0,0,0,4,0,0,0,104,19,4,7,2,../qqqq.twt
141,0,143,0,0,0,0,1,0,0,1,7,1,1,0,143,26,6,0,2,../qqqq.twt
122,0,126,0,0,0,0,1,0,0,0,4,0,0,0,126,23,6,0,2,../qqqq.twt
26,0,26,0,0,0,0,1,0,0,0,1,0,0,0,26,4,1,0,1,../qqqq.twt
48,0,48,0,0,0,0,1,0,0,0,2,0,1,0,48,9,4,0,1,../qqqq.twt
204,0,206,0,1,0,0,1,0,0,0,10,2,2,0,205,38,4,0,6,../qqqq.twt
113,0,116,1,0,0,0,1,0,0,0,4,0,1,0,113,24,12,0,1,../qqqq.twt
149,0,149,1,0,0,0,1,0,0,0,3,0,2,0,147,32,16,0,1,../qqqq.twt
101,0,106,0,1,0,0,1,0,0,0,3,0,1,1,104,23,11,0,1,../qqqq.twt
72,0,74,0,0,0,0,1,0,0,0,4,0,0,0,74,16,4,0,2,../qqqq.twt
119,0,122,0,0,0,0,1,0,0,0,5,0,1,0,122,22,12,0,1,../qqqq.twt
103,0,107,0,0,0,0,1,0,0,0,7,0,1,0,107,20,5,0,2,../qqqq.twt
53,0,53,0,0,0,0,1,0,0,0,3,0,0,0,53,10,4,0,1,../qqqq.twt
95,0,93,0,0,0,0,2,0,0,0,5,1,1,0,95,17,4,0,2,../qqqq.twt
198,0,198,0,0,0,0,1,1,0,1,13,1,0,0,198,33,9,0,2,../qqqq.twt
86,0,85,0,0,0,0,1,0,0,1,4,0,0,0,88,17,4,0,2,../qqqq.twt
120,0,118,0,1,0,0,2,0,0,0,4,0,1,0,118,23,6,0,2,../qqqq.twt
211,0,211,1,0,0,1,1,0,0,0,10,0,0,2,215,47,11,0,2,../qqqq.twt
86,1,92,0,0,0,0,1,0,0,0,4,0,1,0,90,18,9,0,1,../qqqq.twt
154,0,152,0,0,0,1,1,0,0,1,3,0,1,0,156,32,8,0,2,../qqqq.twt
76,0,75,0,0,0,0,1,0,0,0,3,0,0,0,77,14,7,0,1,../qqqq.twt
87,0,89,0,0,0,0,1,0,0,0,6,0,0,0,91,19,5,0,2,../qqqq.twt
214,1,212,1,1,0,0,1,0,0,0,5,1,3,0,214,42,11,0,2,../qqqq.twt
124,0,124,0,0,0,1,2,0,0,0,7,0,1,0,126,23,12,0,1,../qqqq.twt
139,0,136,0,0,0,0,1,0,0,0,10,2,0,0,141,30,5,0,3,../qqqq.twt
149,1,154,0,1,0,0,1,0,0,1,5,0,0,0,152,31,7,0,2,../qqqq.twt
117,0,123,0,0,0,0,2,0,0,0,6,1,0,0,123,26,12,0,1,../qqqq.twt
202,1,200,0,0,1,0,1,0,0,0,7,0,1,0,207,43,6,0,4,../qqqq.twt
83,0,89,0,1,0,0,1,0,0,0,2,0,0,0,89,18,8,0,1,../qqqq.twt
118,2,121,0,1,0,0,1,0,0,0,7,0,0,0,118,24,6,0,2,../qqqq.twt
189,0,190,0,1,0,0,1,0,0,0,6,0,3,0,190,41,7,0,3,../qqqq.twt
62,0,62,0,0,0,0,1,0,0,0,4,0,0,0,62,11,5,0,1,../qqqq.twt
64,0,66,0,0,0,0,1,0,0,0,3,0,0,0,66,9,2,0,2,../qqqq.twt
206,0,211,0,0,0,2,1,0,0,0,6,0,4,0,205,45,22,0,1,../qqqq.twt
85,1,85,0,0,0,0,1,0,0,0,3,1,1,0,83,15,7,0,1,../qqqq.twt
141,0,143,0,0,0,0,1,0,0,0,11,0,0,0,143,28,7,0,2,../qqqq.twt
145,1,145,0,1,0,0,1,0,0,0,6,1,1,0,145,24,6,0,2,../qqqq.twt
112,0,113,0,0,0,0,1,0,0,0,4,0,1,0,115,25,12,0,1,../qqqq.twt
78,0,79,0,0,0,0,1,0,0,0,4,0,0,0,79,13,3,0,2,../qqqq.twt
140,0,144,0,0,0,0,1,0,0,1,4,0,0,0,144,27,6,0,2,../qqqq.twt
207,0,212,1,0,0,0,1,0,0,0,5,0,3,0,210,42,11,0,2,../qqqq.twt
155,0,153,0,0,0,0,1,0,0,0,7,0,0,0,157,29,14,0,1,../qqqq.twt
120,0,122,0,0,0,0,1,0,0,1,6,0,0,0,121,22,5,0,2,../qqqq.twt
110,0,112,0,0,0,0,1,0,0,0,6,0,1,0,110,20,5,0,2,../qqqq.twt
85,0,88,0,0,0,0,1,0,0,0,2,0,1,0,86,15,4,0,2,../qqqq.twt
76,0,76,0,0,0,0,1,0,0,0,6,0,0,0,76,14,3,0,2,../qqqq.twt
122,0,122,0,0,0,0,1,0,0,0,8,0,0,0,123,25,7,0,2,../qqqq.twt
214,1,217,0,0,1,0,1,1,0,0,8,1,1,0,213,38,20,0,1,../qqqq.twt
234,0,240,0,0,0,2,2,0,0,1,8,0,4,0,234,49,13,0,2,../qqqq.twt
130,0,132,0,0,0,1,1,0,0,0,7,1,0,0,132,25,6,0,2,../qqqq.twt
202,0,204,0,0,1,0,1,0,0,0,8,2,1,0,206,39,7,0,3,../qqqq.twt
166,0,168,0,0,0,0,2,0,0,0,7,1,1,0,167,30,8,0,2,../qqqq.twt
128,0,133,1,0,0,0,1,0,0,0,4,0,0,0,133,27,7,0,2,../qqqq.twt
117,0,119,0,0,1,0,1,0,0,0,5,0,0,0,119,25,7,0,2,../qqqq.twt
125,0,125,1,0,0,0,1,0,0,0,5,1,1,0,124,24,6,0,2,../qqqq.twt
82,0,82,0,0,0,1,1,0,0,0,5,0,0,0,85,19,9,0,1,../qqqq.twt
157,0,159,0,1,0,0,1,0,0,1,5,0,1,0,157,29,7,0,2,../qqqq.twt
109,0,109,0,0,1,0,1,0,0,0,4,0,0,0,112,20,5,0,2,../qqqq.twt
138,1,147,0,0,0,0,1,0,0,0,6,0,0,0,147,30,8,0,2,../qqqq.twt
106,0,106,0,0,0,0,1,0,0,0,6,0,0,0,105,18,9,0,1,../qqqq.twt
182,1,185,0,0,0,0,1,0,0,2,5,0,3,0,179,33,5,0,4,../qqqq.twt
61,0,59,0,0,0,0,1,0,0,0,2,0,1,0,61,11,3,0,2,../qqqq.twt
67,0,65,0,0,0,0,1,0,0,0,3,0,0,0,67,12,3,0,2,../qqqq.twt
134,0,139,0,0,0,0,1,0,0,0,4,0,1,0,139,25,7,0,2,../qqqq.twt
91,0,93,0,0,0,0,2,0,0,1,5,0,1,0,95,19,5,0,2,../qqqq.twt
79,0,79,0,0,0,0,1,0,0,0,4,0,0,0,81,15,4,0,2,../qqqq.twt
124,0,124,0,0,0,0,1,0,0,0,6,0,2,0,124,22,5,0,2,../qqqq.twt
117,0,123,0,0,0,0,1,0,0,0,5,0,0,0,123,23,5,0,2,../qqqq.twt
111,0,101,0,0,0,0,1,0,0,0,4,0,0,0,111,23,11,0,1,../qqqq.twt
22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22,3,1,0,1,../qqqq.twt
12,0,10,0,0,0,0,0,0,0,0,1,0,0,0,12,2,1,0,1,../qqqq.twt
9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,0,1,../qqqq.twt
71,0,69,0,0,0,0,1,0,0,0,4,0,0,0,71,11,5,0,1,../qqqq.twt
233,1,232,0,0,1,1,4,0,0,0,10,0,2,0,233,46,8,0,3,../qqqq.twt
119,0,121,0,0,0,0,1,0,0,0,6,0,0,0,121,26,13,0,1,../qqqq.twt
209,0,212,0,2,0,1,1,0,0,0,3,0,2,0,211,42,11,0,2,../qqqq.twt
60,0,60,1,0,0,0,0,0,0,0,2,0,0,0,60,13,6,0,1,../qqqq.twt
42,0,44,0,0,0,0,1,0,0,0,2,0,0,0,44,7,3,0,1,../qqqq.twt
104,0,106,0,0,0,0,1,0,0,0,3,0,0,0,106,22,5,0,2,../qqqq.twt
170,0,174,0,1,1,0,1,0,0,0,4,0,2,0,172,35,18,0,1,../qqqq.twt
22,0,22,0,0,0,0,1,0,0,0,1,0,0,0,22,3,1,0,1,../qqqq.twt
76,0,76,0,0,0,0,1,0,0,0,5,0,0,0,76,15,3,0,2,../qqqq.twt
102,0,102,0,0,0,0,0,0,0,0,2,1,1,0,104,19,6,0,2,../qqqq.twt
18,0,18,0,0,0,0,1,0,0,0,1,0,0,0,18,3,1,0,1,../qqqq.twt
64,0,66,0,0,0,0,1,0,0,0,4,0,0,0,66,14,6,0,1,../qqqq.twt
49,0,50,0,0,0,0,1,0,0,0,3,0,0,0,50,9,4,0,1,../qqqq.twt
205,0,206,0,0,0,0,1,0,0,0,4,0,1,0,211,46,23,0,1,../qqqq.twt
154,0,152,0,1,0,0,0,0,0,0,7,1,1,0,158,32,8,0,2,../qqqq.twt
119,1,116,1,0,0,0,1,0,0,0,4,0,0,0,119,23,11,0,1,../qqqq.twt
113,1,113,0,0,0,1,1,0,0,0,4,0,2,0,112,21,4,0,3,../qqqq.twt
79,0,79,0,0,0,0,1,0,0,0,4,0,1,0,79,15,7,0,1,../qqqq.twt
113,0,115,0,0,0,0,0,0,0,0,6,0,1,0,115,14,2,0,3,../qqqq.twt
161,0,161,0,0,0,0,1,0,0,0,8,0,1,0,160,24,4,0,4,../qqqq.twt
97,0,93,0,0,0,0,1,0,0,0,5,0,2,0,97,19,4,0,2,../qqqq.twt
134,0,138,0,0,0,0,2,0,0,1,6,0,0,0,138,24,3,0,4,../qqqq.twt
195,0,195,1,0,0,0,1,0,0,0,7,0,0,0,197,42,7,4,3,../qqqq.twt
68,0,68,0,0,0,0,1,0,0,1,4,1,0,0,66,10,2,0,3,../qqqq.twt
126,0,126,0,0,0,0,2,0,0,0,8,0,0,0,125,23,6,0,2,../qqqq.twt
103,0,106,0,0,0,0,1,0,0,0,6,0,2,0,106,23,10,0,1,../qqqq.twt
111,0,113,0,0,0,0,1,0,0,0,5,0,0,0,113,18,4,0,2,../qqqq.twt
134,0,135,1,0,1,0,1,0,0,0,6,1,0,0,135,25,7,0,2,../qqqq.twt
89,0,91,0,0,0,0,1,0,0,0,5,0,0,0,91,17,5,0,2,../qqqq.twt
30,0,30,0,0,0,0,0,0,0,1,2,0,0,0,29,5,3,0,1,../qqqq.twt
18,0,18,0,0,0,0,1,0,0,0,1,0,0,0,18,3,1,0,1,../qqqq.twt
125,0,125,0,0,0,0,1,0,0,0,5,0,2,0,125,25,13,0,1,../qqqq.twt
82,0,82,0,0,0,0,1,0,0,1,3,0,0,0,82,16,4,0,2,../qqqq.twt
230,0,221,0,0,0,0,1,0,0,0,8,1,2,0,230,43,6,0,4,../qqqq.twt
139,0,143,0,0,0,0,1,0,0,0,4,0,0,0,145,26,7,0,2,../qqqq.twt
143,0,149,1,0,0,0,1,0,0,0,7,0,0,0,149,24,6,0,2,../qqqq.twt
85,1,86,0,0,0,0,1,0,0,0,2,0,2,0,83,16,4,0,2,../qqqq.twt
42,0,42,0,0,0,0,0,0,0,0,2,0,0,0,42,11,5,0,1,../qqqq.twt
19,0,19,0,1,0,0,0,0,0,0,1,0,0,0,19,4,2,0,1,../qqqq.twt
30,0,32,0,0,0,0,0,0,0,0,1,0,0,0,32,6,3,0,1,../qqqq.twt
22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22,4,2,0,1,../qqqq.twt
221,0,218,1,0,1,0,0,0,0,1,8,3,0,0,222,46,13,0,2,../qqqq.twt
24,0,26,0,0,0,0,1,0,0,0,1,0,0,0,26,4,1,0,2,../qqqq.twt
116,0,122,0,0,0,0,1,0,0,0,4,0,1,1,122,25,12,0,1,../qqqq.twt
96,0,98,0,0,0,0,1,0,0,0,5,0,0,0,98,16,4,0,2,../qqqq.twt
79,0,77,0,0,0,0,1,0,0,0,5,0,0,0,79,13,7,0,1,../qqqq.twt
119,0,121,0,0,0,0,1,0,0,0,7,1,0,0,121,18,4,0,2,../qqqq.twt
90,0,87,0,0,0,0,1,0,0,0,5,0,0,0,89,16,7,0,1,../qqqq.twt
110,1,113,0,0,1,0,1,0,0,0,6,0,0,0,113,25,12,0,1,../qqqq.twt
123,0,122,1,0,0,0,1,0,0,0,2,0,3,0,121,27,7,0,2,../qqqq.twt
105,0,108,0,0,0,0,2,0,0,0,4,0,1,0,106,19,5,0,2,../qqqq.twt
106,0,104,0,0,0,0,1,0,0,0,5,0,2,0,108,22,5,0,2,../qqqq.twt
133,1,138,1,0,0,0,0,0,0,0,7,0,0,0,136,27,13,0,1,../qqqq.twt
126,0,125,0,1,0,0,1,0,0,1,5,1,0,0,128,24,6,0,2,../qqqq.twt
230,0,231,1,2,0,0,1,0,0,0,9,1,1,0,232,47,6,0,4,../qqqq.twt
72,0,74,0,0,0,0,1,0,0,0,4,0,0,0,74,16,4,0,2,../qqqq.twt
127,2,128,0,1,0,0,1,0,0,0,3,0,0,0,128,23,3,0,4,../qqqq.twt
76,0,76,1,0,0,0,1,0,0,0,4,1,0,0,76,12,3,0,2,../qqqq.twt
71,0,71,0,0,0,0,1,0,0,1,2,0,1,0,71,13,3,0,2,../qqqq.twt
111,0,113,0,0,0,0,1,0,0,1,3,0,1,0,111,19,5,0,2,../qqqq.twt
120,0,122,0,0,0,0,1,0,0,0,4,0,2,0,124,26,7,0,2,../qqqq.twt
75,0,77,0,0,0,0,1,0,0,0,3,0,1,0,77,14,3,0,2,../qqqq.twt
197,1,201,0,1,0,0,1,0,0,0,8,0,1,0,203,41,7,0,3,../qqqq.twt
108,0,109,0,0,0,0,1,0,0,0,5,1,0,0,109,18,5,0,2,../qqqq.twt
82,0,83,0,0,0,0,1,1,0,0,3,0,2,0,83,16,8,0,1,../qqqq.twt
90,0,88,0,1,0,1,1,0,0,0,5,0,1,0,90,19,5,0,2,../qqqq.twt
38,0,38,0,0,0,0,1,0,0,0,1,0,0,0,38,6,2,0,1,../qqqq.twt
101,0,98,0,0,0,0,1,0,0,0,4,0,0,0,102,17,9,0,1,../qqqq.twt
108,2,112,0,0,0,0,0,0,0,0,3,0,0,1,110,25,12,0,1,../qqqq.twt
139,0,143,0,0,0,0,1,0,0,0,6,0,1,0,141,26,6,0,2,../qqqq.twt
58,0,58,0,0,0,0,1,0,0,0,3,0,0,0,58,9,3,0,1,../qqqq.twt
119,0,119,0,0,0,0,1,0,0,0,6,2,1,0,119,24,4,0,3,../qqqq.twt
235,0,239,1,0,0,1,1,0,0,0,11,2,3,0,241,52,14,0,2,../qqqq.twt
73,0,71,0,0,0,0,1,0,0,0,2,0,0,0,73,14,3,0,2,../qqqq.twt
110,0,107,0,0,0,0,1,0,0,0,5,0,2,0,107,24,6,0,2,../qqqq.twt
134,0,136,0,0,0,0,1,0,0,0,7,0,0,0,134,24,4,0,3,../qqqq.twt
110,0,112,0,0,0,0,1,0,0,0,5,1,0,0,112,21,5,0,2,../qqqq.twt
84,0,84,0,0,0,0,1,0,0,0,3,0,0,0,86,16,7,0,1,../qqqq.twt
160,1,158,0,0,0,0,3,0,0,0,7,0,1,0,159,29,15,0,1,../qqqq.twt
143,0,142,1,0,0,1,1,0,0,0,7,0,0,0,141,32,16,0,1,../qqqq.twt
79,1,81,0,0,0,0,1,0,0,0,3,0,0,1,77,15,3,0,3,../qqqq.twt
75,0,77,0,0,0,0,1,0,0,1,2,0,1,0,77,11,3,0,2,../qqqq.twt
141,0,134,0,0,0,0,1,0,0,0,4,0,0,0,142,32,8,0,2,../qqqq.twt
101,0,102,0,1,0,0,1,0,0,0,4,0,0,0,101,17,4,0,2,../qqqq.twt
85,0,89,0,0,0,0,1,0,0,0,6,0,0,0,88,19,4,0,2,../qqqq.twt
58,0,60,0,0,0,0,1,0,0,0,2,0,0,0,60,10,4,0,1,../qqqq.twt
121,0,125,0,0,0,0,2,0,0,0,5,0,2,0,123,27,12,0,1,../qqqq.twt
72,0,74,0,0,0,0,1,0,0,0,4,0,0,0,74,16,7,0,1,../qqqq.twt
71,0,71,0,0,0,0,1,0,0,0,4,0,0,0,71,11,5,0,1,../qqqq.twt
165,0,161,0,0,0,0,1,0,0,0,5,0,1,0,165,36,17,0,1,../qqqq.twt
87,0,87,0,1,0,0,1,0,0,0,2,0,1,0,87,16,7,0,1,../qqqq.twt
164,0,164,0,0,0,0,1,0,0,0,7,0,1,0,162,31,15,0,1,../qqqq.twt
104,0,104,0,0,0,0,1,0,0,1,3,1,0,0,107,22,5,0,2,../qqqq.twt
119,0,119,0,0,0,0,1,0,0,0,7,0,1,0,120,25,12,0,1,../qqqq.twt
61,0,63,0,0,0,0,0,0,0,0,4,0,0,0,63,13,3,0,2,../qqqq.twt
51,0,53,0,0,0,0,1,0,0,0,1,0,0,0,53,9,4,0,1,../qqqq.twt
99,0,94,0,0,0,0,1,0,0,0,4,0,1,0,100,21,11,0,1,../qqqq.twt
18,0,18,0,0,0,0,1,0,0,0,1,0,0,0,18,3,1,0,1,../qqqq.twt
132,0,131,0,0,0,1,1,0,0,0,5,0,1,0,130,24,6,0,2,../qqqq.twt
133,0,132,0,0,0,0,1,0,0,0,7,1,3,0,129,26,6,0,2,../qqqq.twt
163,0,166,0,0,0,0,1,0,0,0,7,0,1,0,163,30,5,0,3,../qqqq.twt
130,0,136,0,0,0,0,0,0,0,0,9,0,0,0,137,26,5,0,3,../qqqq.twt
93,0,92,0,0,0,0,1,0,0,0,5,0,0,0,95,18,5,0,2,../qqqq.twt
244,1,244,1,0,0,0,2,1,0,0,11,0,3,0,243,51,29,0,1,../qqqq.twt
213,1,219,0,0,0,0,2,0,0,1,11,1,1,0,215,43,6,0,4,../qqqq.twt
128,1,131,0,0,0,0,1,0,0,0,7,1,0,0,129,26,6,0,2,../qqqq.twt
89,1,89,0,0,0,0,1,0,0,0,5,1,0,0,89,15,4,0,2,../qqqq.twt
87,0,90,0,0,0,0,1,0,0,0,3,0,0,0,90,15,6,0,1,../qqqq.twt
154,0,158,0,0,0,0,1,0,0,0,9,0,0,0,158,26,6,0,2,../qqqq.twt
102,0,104,0,0,0,0,1,0,0,0,5,0,0,0,104,21,9,0,1,../qqqq.twt
111,0,109,0,0,0,0,2,0,0,0,5,0,1,0,110,17,8,0,1,../qqqq.twt
66,0,63,0,0,0,0,1,0,0,0,3,0,0,0,66,12,5,0,1,../qqqq.twt
225,0,225,1,0,0,1,1,0,0,1,8,0,1,0,227,44,12,0,2,../qqqq.twt
115,0,111,0,0,0,0,1,0,0,1,4,0,0,0,117,23,6,0,2,../qqqq.twt
70,1,70,0,0,0,0,1,0,0,0,5,1,0,0,69,15,4,0,2,../qqqq.twt
50,0,50,0,0,0,0,1,0,0,0,3,0,0,0,50,9,4,0,1,../qqqq.twt
26,0,26,0,0,0,0,1,0,0,0,1,0,0,0,26,4,1,0,1,../qqqq.twt
186,0,183,0,0,1,0,2,0,0,0,6,1,1,0,184,40,11,0,2,../qqqq.twt
130,0,132,0,0,0,0,1,0,0,0,5,0,1,0,130,21,10,0,1,../qqqq.twt
31,0,31,0,0,0,0,1,0,0,0,1,0,0,0,31,4,1,0,1,../qqqq.twt
101,0,105,0,0,0,0,1,0,0,0,4,0,1,0,103,21,10,0,1,../qqqq.twt
159,1,151,0,0,1,0,0,0,0,0,6,0,0,0,158,29,5,0,3,../qqqq.twt
49,0,51,0,0,0,0,0,0,0,0,1,0,0,0,51,11,5,0,1,../qqqq.twt
88,0,86,0,0,0,0,2,0,0,0,5,0,0,0,88,18,8,0,1,../qqqq.twt
100,0,100,0,0,0,0,1,0,0,0,3,0,1,0,98,16,7,0,1,../qqqq.twt
81,0,79,0,0,0,0,1,0,0,0,6,0,0,0,81,14,7,0,1,../qqqq.twt
73,0,73,0,0,0,0,1,0,0,0,4,0,0,0,73,14,6,0,1,../qqqq.twt
117,0,120,0,0,0,0,1,0,0,0,2,0,1,1,120,23,6,0,2,../qqqq.twt
88,1,88,0,0,0,0,1,0,0,0,3,0,0,1,87,18,8,0,1,../qqqq.twt
148,0,150,0,0,0,0,1,0,0,0,7,1,0,0,146,27,6,0,2,../qqqq.twt
213,0,212,0,0,0,0,2,0,0,0,9,1,0,0,211,38,9,0,2,../qqqq.twt
119,0,121,0,0,1,1,1,0,0,0,4,0,0,0,120,21,4,0,3,../qqqq.twt
198,2,201,0,0,1,1,1,0,0,1,8,2,2,0,201,42,7,0,3,../qqqq.twt
117,0,117,0,1,0,0,1,0,0,0,5,0,1,0,117,22,5,0,2,../qqqq.twt
70,1,72,0,0,0,0,0,0,0,0,4,0,0,0,69,15,7,0,1,../qqqq.twt
83,0,83,0,0,0,0,1,0,0,1,5,0,0,0,83,12,2,0,3,../qqqq.twt
195,0,201,0,0,0,0,1,0,0,0,7,1,0,0,201,43,12,0,2,../qqqq.twt
111,1,115,0,1,0,0,1,0,0,0,4,0,1,0,113,24,6,0,2,../qqqq.twt
145,0,147,1,0,0,0,1,0,0,0,6,0,2,0,145,32,15,0,1,../qqqq.twt
140,0,137,0,0,1,0,0,0,0,0,7,0,1,0,140,26,6,0,2,../qqqq.twt
81,0,83,0,0,0,0,1,0,0,0,5,0,0,0,83,15,4,0,2,../qqqq.twt
76,0,71,0,0,0,0,1,0,0,1,2,0,0,0,76,13,3,0,2,../qqqq.twt
170,2,171,0,0,0,0,1,0,0,0,9,1,0,0,170,37,19,0,1,../qqqq.twt
123,0,126,0,0,1,0,2,0,0,0,4,0,2,0,124,26,13,0,1,../qqqq.twt
170,2,178,0,0,0,0,1,0,0,0,7,0,0,0,179,40,7,0,3,../qqqq.twt
80,0,81,0,0,0,0,1,0,0,0,4,0,0,0,81,15,4,0,2,../qqqq.twt
99,0,100,0,0,0,0,1,0,0,0,5,0,0,0,100,17,9,0,1,../qqqq.twt
77,0,79,0,0,0,0,1,0,0,0,3,0,0,0,78,16,7,0,1,../qqqq.twt
77,0,78,0,0,1,0,1,0,0,0,3,0,0,0,77,16,8,0,1,../qqqq.twt
167,0,168,0,1,0,0,1,0,0,0,7,0,1,0,173,36,9,0,2,../qqqq.twt
115,0,119,0,0,0,0,1,0,0,0,5,0,0,0,119,19,9,0,1,../qqqq.twt
234,3,234,1,0,0,1,1,0,0,0,9,0,0,0,231,49,12,0,2,../qqqq.twt
74,0,72,0,0,0,0,1,0,0,0,3,0,0,0,74,16,7,0,1,../qqqq.twt
34,0,34,0,0,0,0,1,0,0,0,1,0,0,0,34,5,2,0,1,../qqqq.twt
163,0,165,0,0,0,0,2,0,0,0,8,0,0,0,165,26,6,0,2,../qqqq.twt
100,0,104,0,0,0,0,1,0,0,0,4,0,1,0,102,22,10,0,1,../qqqq.twt
212,0,212,0,0,0,0,2,0,0,1,12,0,2,1,211,37,10,0,2,../qqqq.twt
152,0,150,0,0,0,0,1,0,0,0,5,0,0,0,153,34,9,0,2,../qqqq.twt
133,0,140,1,0,0,0,0,0,0,0,5,0,2,0,138,34,18,0,1,../qqqq.twt
18,0,18,0,0,0,0,1,0,0,0,1,0,0,0,18,3,1,0,1,../qqqq.twt
226,1,225,0,0,0,1,1,0,0,0,10,2,1,0,231,44,12,0,2,../qqqq.twt
218,0,215,1,0,0,0,1,0,0,0,8,0,1,0,217,46,23,0,1,../qqqq.twt
77,0,77,0,0,0,0,1,0,0,0,5,0,0,0,76,16,7,0,1,../qqqq.twt
115,1,115,1,0,0,0,1,0,0,0,8,1,1,0,114,23,5,0,2,../qqqq.twt
72,1,73,0,0,0,0,1,0,0,1,2,0,1,0,70,15,4,0,2,../qqqq.twt
86,0,87,0,1,0,0,1,0,0,0,3,0,0,0,86,15,4,0,2,../qqqq.twt
131,0,137,0,1,0,0,1,0,0,0,4,1,1,0,137,28,5,0,3,../qqqq.twt
