@relation qqqq

@attribute first_person numeric
@attribute second_person numeric
@attribute third_person numeric
@attribute conjunct numeric
@attribute past_tense_verb numeric
@attribute furture_tense_verb numeric
@attribute commas numeric
@attribute colons_semicolons numeric
@attribute dashes numeric
@attribute parentheses numeric
@attribute ellipses numeric
@attribute common_nouns numeric
@attribute proper_nouns numeric
@attribute adverbs numeric
@attribute wh_words numeric
@attribute slang numeric
@attribute uppercase numeric
@attribute avg_sentence_len numeric
@attribute avg_token_len numeric
@attribute count_sentences numeric
@attribute class {../qqqq.twt} 

@data
122,0,119,0,0,0,0,1,0,0,0,5,0,0,0,124,28,13,0,1,../qqqq.twt
197,0,189,1,0,0,1,1,0,0,0,8,1,0,0,200,40,11,0,2,../qqqq.twt
109,0,109,0,0,0,0,1,0,0,0,6,0,1,0,111,22,5,0,2,../qqqq.twt
82,0,84,0,0,0,0,1,0,0,0,3,0,0,1,84,18,8,0,1,../qqqq.twt
143,1,148,2,0,0,0,1,0,0,0,5,0,1,0,146,30,3,0,6,../qqqq.twt
143,0,145,0,0,0,1,2,0,0,0,6,0,1,0,145,30,7,0,2,../qqqq.twt
55,0,55,0,0,0,0,1,0,0,0,3,0,0,0,55,10,4,0,1,../qqqq.twt
124,1,124,0,0,0,0,1,0,0,1,4,1,1,0,126,24,5,0,3,../qqqq.twt
78,1,80,0,0,0,0,1,0,0,0,3,0,1,0,78,16,9,0,1,../qqqq.twt
99,0,97,0,0,0,0,1,0,0,0,4,0,0,0,99,16,3,0,3,../qqqq.twt
76,0,80,0,0,0,0,1,0,0,0,1,0,0,0,80,14,6,0,1,../qqqq.twt
84,0,84,0,0,0,0,1,0,0,0,4,0,1,0,81,16,7,0,1,../qqqq.twt
75,0,79,0,0,0,0,0,0,0,0,3,0,0,0,79,16,8,0,1,../qqqq.twt
144,0,147,0,0,0,0,1,0,0,0,6,0,1,0,149,31,8,0,2,../qqqq.twt
239,0,238,2,0,0,0,1,0,0,0,6,0,4,0,243,53,14,0,2,../qqqq.twt
220,0,225,0,0,0,0,1,0,0,0,4,0,0,1,227,45,12,0,2,../qqqq.twt
57,0,57,0,0,0,0,1,0,0,0,3,0,1,0,57,10,4,0,1,../qqqq.twt
149,0,145,1,0,1,0,1,0,0,0,5,0,2,0,150,33,16,0,1,../qqqq.twt
126,0,127,0,0,0,0,1,0,0,0,4,0,2,0,128,26,6,0,2,../qqqq.twt
182,0,183,0,0,0,0,0,0,0,0,3,0,1,1,187,41,11,0,2,../qqqq.twt
78,0,79,0,0,0,0,1,0,0,0,3,0,1,0,78,15,4,0,2,../qqqq.twt
163,0,160,0,0,1,0,1,0,0,0,5,1,1,0,161,36,10,0,2,../qqqq.twt
48,0,49,0,0,0,0,1,0,0,0,3,0,0,0,49,9,2,0,2,../qqqq.twt
50,0,50,0,0,0,0,2,0,0,0,3,0,0,0,50,8,3,0,1,../qqqq.twt
135,0,142,0,0,0,0,1,0,0,0,6,0,1,0,143,30,15,0,1,../qqqq.twt
89,0,89,0,0,0,0,2,0,0,0,4,0,1,0,89,16,7,0,1,../qqqq.twt
192,0,196,1,3,0,0,1,0,0,0,5,0,2,0,195,41,10,0,2,../qqqq.twt
95,0,99,0,0,0,0,1,0,0,0,3,0,1,0,99,20,9,0,1,../qqqq.twt
94,0,96,0,0,0,0,1,0,0,0,7,3,0,0,96,16,8,0,1,../qqqq.twt
102,0,101,0,0,0,0,1,0,0,0,4,0,2,0,101,21,11,0,1,../qqqq.twt
60,0,62,0,0,0,0,2,0,0,0,3,0,0,0,62,9,2,0,2,../qqqq.twt
48,0,48,0,0,0,0,0,0,0,0,3,0,0,0,48,8,4,0,1,../qqqq.twt
18,0,18,0,0,0,0,1,0,0,0,1,0,0,0,18,3,1,0,1,../qqqq.twt
88,0,88,0,0,0,0,1,0,0,0,4,1,0,0,88,16,7,0,1,../qqqq.twt
165,0,165,0,1,0,1,1,0,0,0,7,0,0,0,166,33,16,0,1,../qqqq.twt
61,0,65,0,0,0,0,1,0,0,0,3,0,0,0,65,10,2,0,2,../qqqq.twt
56,0,58,0,0,0,0,1,0,0,0,3,0,0,0,58,10,4,0,1,../qqqq.twt
84,0,86,0,1,0,0,1,0,0,0,3,0,0,0,88,16,4,0,2,../qqqq.twt
133,0,135,0,0,0,0,2,0,0,0,10,0,1,0,134,29,16,0,1,../qqqq.twt
80,1,83,0,0,0,0,1,0,0,0,4,1,0,0,81,16,4,0,2,../qqqq.twt
111,0,116,0,0,0,0,1,0,0,0,4,0,0,0,116,24,12,0,1,../qqqq.twt
103,0,106,0,0,0,0,1,0,0,0,6,0,0,0,106,18,5,0,2,../qqqq.twt
60,0,60,0,0,0,0,1,0,0,0,4,0,0,0,60,10,2,0,2,../qqqq.twt
222,0,222,0,0,0,1,1,0,0,0,19,1,0,0,222,43,7,0,3,../qqqq.twt
174,0,178,1,0,0,0,1,0,0,0,6,0,0,0,178,33,8,0,2,../qqqq.twt
217,1,211,0,0,0,1,1,0,0,0,6,0,2,1,217,46,8,0,3,../qqqq.twt
103,0,103,0,0,0,0,1,0,0,0,3,0,1,0,103,21,10,0,1,../qqqq.twt
73,0,71,0,0,0,0,1,0,0,0,2,0,1,0,73,16,7,0,1,../qqqq.twt
45,0,42,0,0,0,0,0,0,0,0,3,0,0,0,45,9,4,0,1,../qqqq.twt
37,0,37,0,0,0,0,1,0,0,0,1,0,0,0,37,5,2,0,1,../qqqq.twt
220,0,223,0,0,0,0,2,0,0,1,12,1,0,0,224,44,6,0,4,../qqqq.twt
100,0,100,0,0,0,0,1,0,0,1,3,1,0,0,99,18,4,0,2,../qqqq.twt
57,0,57,0,0,0,0,1,0,0,0,2,0,0,0,57,8,3,0,1,../qqqq.twt
153,0,151,0,0,0,0,1,0,0,0,6,0,1,1,153,29,7,0,2,../qqqq.twt
149,1,150,0,0,0,0,1,0,0,0,8,0,1,0,146,27,6,0,2,../qqqq.twt
121,1,122,0,0,0,0,1,0,0,0,7,0,0,0,120,25,4,0,3,../qqqq.twt
108,0,105,1,0,0,0,0,0,0,0,3,2,1,0,108,22,6,0,2,../qqqq.twt
107,1,115,1,0,0,0,1,0,0,1,6,0,0,0,115,21,10,0,1,../qqqq.twt
99,0,99,0,0,0,1,1,0,0,0,5,0,1,0,101,19,10,0,1,../qqqq.twt
126,0,121,0,0,0,0,1,0,0,0,5,1,0,0,126,18,4,0,2,../qqqq.twt
99,1,99,0,0,0,0,1,0,0,0,5,1,0,0,99,17,4,0,2,../qqqq.twt
102,0,104,0,0,0,0,0,0,0,0,3,1,1,0,106,23,6,0,2,../qqqq.twt
31,0,31,0,0,0,0,1,0,0,0,2,0,0,0,31,4,2,0,1,../qqqq.twt
109,0,111,0,0,0,0,0,0,0,0,2,0,0,0,111,23,6,0,2,../qqqq.twt
104,0,107,0,1,0,0,1,0,0,0,4,0,1,0,107,19,5,0,2,../qqqq.twt
130,0,135,0,0,0,0,2,0,0,0,6,0,0,1,135,25,6,0,2,../qqqq.twt
154,0,152,0,0,0,0,2,0,0,0,8,0,0,0,154,31,8,0,2,../qqqq.twt
81,0,81,0,0,0,0,1,0,0,0,6,1,0,0,78,17,8,0,1,../qqqq.twt
65,0,65,0,0,0,0,1,0,0,0,3,0,0,0,65,12,5,0,1,../qqqq.twt
47,0,49,0,0,0,0,1,0,0,0,1,0,0,0,49,8,3,0,1,../qqqq.twt
122,0,124,0,0,0,0,1,0,0,0,7,0,1,0,120,24,11,0,1,../qqqq.twt
202,1,207,0,1,0,0,1,0,0,0,8,0,0,0,209,40,10,0,2,../qqqq.twt
80,0,80,0,0,0,0,1,0,0,1,3,0,0,1,80,14,3,0,2,../qqqq.twt
160,0,162,0,0,0,0,0,0,0,1,6,1,4,0,162,30,5,0,3,../qqqq.twt
225,0,230,1,0,0,1,1,0,0,1,7,1,1,0,230,48,12,0,2,../qqqq.twt
115,0,117,0,0,0,0,1,0,0,1,6,1,0,0,117,19,5,0,2,../qqqq.twt
114,0,111,0,0,0,0,1,0,0,0,5,0,0,0,114,24,12,0,1,../qqqq.twt
62,0,62,0,0,0,0,1,0,0,0,2,0,0,0,62,12,5,0,1,../qqqq.twt
246,2,249,2,0,1,2,1,0,0,1,7,0,2,1,247,52,9,0,3,../qqqq.twt
242,0,241,1,0,0,0,1,0,0,1,11,1,1,0,242,54,9,0,3,../qqqq.twt
96,0,101,0,1,0,0,1,0,0,0,5,0,1,0,101,18,9,0,1,../qqqq.twt
159,0,161,2,1,0,0,0,0,0,0,6,0,0,0,159,34,18,0,1,../qqqq.twt
254,0,257,0,2,0,1,2,0,0,2,8,0,3,0,257,54,15,0,2,../qqqq.twt
160,0,156,0,1,0,0,1,0,0,0,5,0,0,0,161,33,16,0,1,../qqqq.twt
74,0,76,0,0,0,0,1,0,0,1,2,0,1,0,76,12,3,0,2,../qqqq.twt
154,0,155,0,0,0,0,1,0,0,1,7,1,1,0,154,30,8,0,2,../qqqq.twt
108,0,112,0,0,0,0,1,0,0,0,3,0,1,0,111,22,10,0,1,../qqqq.twt
32,0,32,0,0,0,0,1,0,0,0,2,0,0,0,30,6,2,0,1,../qqqq.twt
54,0,56,0,0,0,0,1,0,0,1,3,0,0,0,56,8,2,0,2,../qqqq.twt
26,0,26,0,0,0,0,1,0,0,0,1,0,0,0,26,4,1,0,1,../qqqq.twt
60,0,60,0,1,0,0,1,0,0,0,3,0,0,0,60,9,2,0,2,../qqqq.twt
105,0,107,0,0,0,0,1,0,0,0,6,0,0,0,104,19,4,0,2,../qqqq.twt
231,1,235,0,0,0,0,2,0,0,1,9,0,2,0,237,45,8,0,3,../qqqq.twt
93,0,95,0,0,0,0,1,0,0,0,5,0,0,0,93,19,9,0,1,../qqqq.twt
33,0,33,0,0,0,0,1,0,0,0,2,0,0,0,33,6,2,0,1,../qqqq.twt
83,0,85,0,0,0,0,1,0,0,0,6,0,0,0,85,13,6,0,1,../qqqq.twt
77,1,77,0,0,0,0,1,0,0,0,2,0,0,1,76,16,7,0,1,../qqqq.twt
128,0,128,0,0,0,0,1,0,0,1,4,0,1,0,128,25,6,0,2,../qqqq.twt
122,0,122,1,0,1,0,1,0,0,0,4,0,0,0,122,25,13,0,1,../qqqq.twt
111,0,108,0,0,0,0,2,0,0,1,7,0,0,0,113,23,6,0,2,../qqqq.twt
100,0,100,1,0,0,0,1,0,0,0,4,0,0,0,99,22,10,0,1,../qqqq.twt
164,0,168,0,0,0,0,1,0,0,0,6,1,3,0,166,34,9,0,2,../qqqq.twt
118,0,116,0,0,1,0,1,0,0,0,3,0,0,0,118,24,6,0,2,../qqqq.twt
168,0,172,0,0,0,0,1,0,0,0,4,0,3,0,169,35,18,0,1,../qqqq.twt
106,0,112,0,1,0,0,1,0,0,0,4,0,1,0,110,26,12,0,1,../qqqq.twt
47,0,47,0,0,0,0,1,0,0,0,2,0,0,0,47,6,2,0,1,../qqqq.twt
63,0,65,0,1,0,0,1,0,0,0,3,0,1,0,65,12,3,0,2,../qqqq.twt
128,0,129,0,0,0,0,0,0,0,0,6,0,0,0,129,25,13,0,1,../qqqq.twt
75,0,77,0,0,0,0,1,0,0,0,3,1,1,0,77,14,3,0,2,../qqqq.twt
125,1,124,0,0,0,0,1,0,0,0,3,0,1,0,123,23,12,0,1,../qqqq.twt
114,0,113,0,0,0,0,1,0,0,0,2,0,2,0,113,25,12,0,1,../qqqq.twt
132,0,131,0,0,0,0,1,0,0,0,6,1,0,0,134,23,6,0,2,../qqqq.twt
165,0,165,0,0,0,1,2,0,0,0,7,2,2,0,170,37,9,0,2,../qqqq.twt
88,0,90,0,0,0,0,2,0,0,0,3,0,0,1,90,15,4,0,2,../qqqq.twt
123,0,120,1,0,0,0,1,0,0,0,6,1,0,0,123,24,4,0,3,../qqqq.twt
122,1,124,0,0,0,0,1,0,0,0,7,0,0,0,123,24,11,0,1,../qqqq.twt
242,1,250,0,0,1,0,1,0,0,0,7,0,2,0,248,53,9,0,3,../qqqq.twt
69,0,67,0,0,0,0,0,0,0,0,5,0,0,0,71,13,6,0,1,../qqqq.twt
145,0,147,0,0,0,0,1,0,0,0,6,1,1,0,146,26,7,0,2,../qqqq.twt
237,1,237,0,0,0,2,1,0,0,0,20,3,0,0,236,48,6,0,4,../qqqq.twt
189,0,191,0,0,0,0,1,0,0,1,16,1,0,0,191,40,7,0,3,../qqqq.twt
190,0,193,0,0,0,0,1,0,0,0,6,0,1,1,193,39,7,0,3,../qqqq.twt
156,0,152,1,0,0,0,0,0,0,0,4,0,0,2,156,33,17,0,1,../qqqq.twt
64,0,62,0,0,0,0,1,0,0,0,4,0,0,0,64,14,6,0,1,../qqqq.twt
116,1,113,0,0,1,0,1,0,0,1,2,0,0,1,117,26,6,0,2,../qqqq.twt
93,0,90,0,0,0,0,1,0,0,1,5,0,0,0,95,19,5,0,2,../qqqq.twt
165,0,162,0,0,0,0,2,0,0,0,11,2,0,0,167,35,6,0,3,../qqqq.twt
127,0,129,0,0,0,0,0,0,0,1,7,0,0,0,129,24,6,0,2,../qqqq.twt
78,0,80,0,0,0,0,1,0,0,0,5,0,0,0,80,15,3,0,2,../qqqq.twt
108,0,108,0,0,0,0,1,0,0,0,4,0,1,0,108,21,10,0,1,../qqqq.twt
52,0,52,0,0,0,0,1,0,0,0,2,0,1,0,52,9,2,0,2,../qqqq.twt
133,0,135,1,0,0,0,1,0,0,0,7,0,0,0,135,31,7,0,2,../qqqq.twt
52,0,52,0,0,0,0,1,0,0,0,2,0,0,0,51,8,3,0,1,../qqqq.twt
98,0,101,0,0,0,0,1,0,0,0,4,0,0,0,101,21,5,0,2,../qqqq.twt
63,0,65,0,0,0,0,1,0,0,0,4,0,0,0,65,10,4,0,1,../qqqq.twt
177,0,175,0,0,0,0,1,0,0,0,7,0,1,0,179,36,6,0,3,../qqqq.twt
120,0,120,0,0,0,0,1,0,0,0,3,0,1,0,125,26,7,0,2,../qqqq.twt
102,0,106,0,0,1,0,1,0,0,0,4,0,0,1,106,19,4,0,2,../qqqq.twt
67,0,67,0,0,0,0,1,0,0,0,4,0,0,0,67,12,5,0,1,../qqqq.twt
87,0,86,1,0,0,0,1,0,0,0,6,2,0,0,88,18,5,0,2,../qqqq.twt
90,0,92,0,1,0,0,2,0,0,0,4,0,1,0,92,16,4,0,2,../qqqq.twt
165,1,167,0,1,0,0,1,0,0,0,5,0,2,0,166,32,8,0,2,../qqqq.twt
92,1,92,0,0,0,0,1,0,0,0,6,0,0,0,92,16,3,0,3,../qqqq.twt
154,2,149,2,0,0,0,1,0,0,0,7,1,0,0,150,31,16,0,1,../qqqq.twt
188,0,187,1,1,0,0,1,0,0,0,6,0,0,1,190,39,20,0,1,../qqqq.twt
72,0,74,0,0,0,0,1,0,0,1,3,0,0,0,74,12,3,0,2,../qqqq.twt
165,0,167,0,0,0,0,1,0,0,0,7,0,0,0,169,36,18,0,1,../qqqq.twt
55,0,55,0,0,1,0,0,0,0,1,1,0,0,0,55,9,5,0,1,../qqqq.twt
18,0,18,0,0,0,0,1,0,0,0,1,0,0,0,18,3,1,0,1,../qqqq.twt
101,0,101,0,0,0,0,1,0,0,0,4,0,0,0,101,18,5,0,2,../qqqq.twt
116,0,116,0,0,1,0,1,0,0,0,3,0,0,1,116,22,10,0,1,../qqqq.twt
113,0,111,0,0,0,0,1,0,0,0,5,0,0,0,115,24,6,0,2,../qqqq.twt
48,0,48,0,0,0,0,1,0,0,0,1,0,0,0,48,4,1,0,1,../qqqq.twt
64,0,68,0,0,0,0,1,0,0,0,3,0,1,0,68,12,5,0,1,../qqqq.twt
119,1,118,0,0,0,0,1,0,0,0,4,0,0,1,119,23,11,0,1,../qqqq.twt
81,0,84,0,0,0,0,1,0,0,0,4,0,0,0,84,15,8,0,1,../qqqq.twt
188,0,188,0,1,0,1,1,0,0,1,8,1,1,0,190,34,8,0,2,../qqqq.twt
208,0,210,1,0,0,0,1,0,0,0,7,0,2,0,211,42,6,0,4,../qqqq.twt
147,0,145,0,0,0,0,0,0,0,1,1,0,3,0,141,30,8,0,2,../qqqq.twt
18,0,18,0,0,0,0,1,0,0,0,1,0,0,0,18,3,1,0,1,../qqqq.twt
117,0,114,0,0,0,0,1,0,0,0,3,0,0,0,118,24,6,0,2,../qqqq.twt
88,0,86,0,0,0,0,1,0,0,0,5,0,0,0,88,17,9,0,1,../qqqq.twt
82,1,85,0,0,0,0,1,0,0,0,3,0,0,0,83,15,4,0,2,../qqqq.twt
130,0,127,0,0,0,0,1,0,0,0,5,0,1,0,132,27,5,0,3,../qqqq.twt
74,0,76,0,0,0,0,1,0,0,0,3,0,0,0,76,14,3,0,2,../qqqq.twt
134,0,136,0,0,0,0,2,0,0,1,6,0,0,0,138,26,4,0,3,../qqqq.twt
229,0,229,2,1,0,1,1,0,0,0,9,0,0,0,235,53,27,0,1,../qqqq.twt
126,0,128,0,0,0,0,1,0,0,0,4,0,1,0,128,24,11,0,1,../qqqq.twt
93,0,94,0,0,0,0,1,0,0,0,4,0,0,0,94,18,6,0,2,../qqqq.twt
186,1,185,0,0,0,0,2,0,0,0,10,3,0,0,187,37,18,0,1,../qqqq.twt
48,0,50,0,0,0,0,0,0,0,0,3,0,0,0,50,8,2,0,2,../qqqq.twt
129,0,129,0,0,0,0,3,0,0,0,11,0,0,0,129,23,12,0,1,../qqqq.twt
131,0,133,1,0,0,0,1,0,0,0,4,0,1,0,133,24,7,0,2,../qqqq.twt
184,0,185,1,0,1,0,1,0,0,0,5,0,0,1,190,40,10,0,2,../qqqq.twt
96,0,99,0,0,0,0,1,0,0,0,2,0,0,0,99,17,4,0,2,../qqqq.twt
120,0,126,0,0,0,0,1,0,0,0,4,1,0,0,126,23,4,0,3,../qqqq.twt
111,0,108,0,0,0,1,1,0,0,1,8,0,0,0,111,20,5,0,2,../qqqq.twt
172,0,169,1,0,0,0,1,0,0,0,7,1,2,0,174,35,9,0,2,../qqqq.twt
147,0,151,0,0,0,0,0,0,0,0,8,0,0,0,152,33,4,0,4,../qqqq.twt
175,0,179,0,0,0,0,1,0,0,0,7,0,2,0,174,35,9,0,2,../qqqq.twt
191,0,192,0,0,0,0,2,0,0,1,11,0,0,1,191,36,5,0,4,../qqqq.twt
175,0,177,1,2,0,0,1,0,0,0,7,1,0,0,179,34,17,0,1,../qqqq.twt
94,0,89,0,0,0,0,1,0,0,0,5,0,0,0,93,19,9,0,1,../qqqq.twt
77,0,78,0,0,0,0,1,0,0,0,5,1,0,0,76,14,6,0,1,../qqqq.twt
130,0,126,0,0,0,0,2,0,0,0,4,1,0,0,130,26,12,0,1,../qqqq.twt
51,0,51,0,0,0,0,1,0,0,0,3,0,0,0,51,8,3,0,1,../qqqq.twt
96,0,100,0,0,0,0,1,0,0,0,3,0,1,0,98,18,8,0,1,../qqqq.twt
176,0,178,0,0,0,0,2,0,0,0,10,1,0,0,178,30,15,0,1,../qqqq.twt
97,0,97,0,0,0,0,1,0,0,0,5,0,0,0,97,19,9,0,1,../qqqq.twt
66,0,66,0,0,0,0,1,0,0,0,5,0,0,0,64,12,5,0,1,../qqqq.twt
133,0,136,1,0,0,0,1,0,0,0,5,1,1,0,136,26,7,0,2,../qqqq.twt
156,0,160,0,0,0,0,2,0,0,0,8,1,0,0,160,32,15,0,1,../qqqq.twt
154,0,151,0,0,0,0,1,0,0,0,3,0,2,0,155,32,16,0,1,../qqqq.twt
128,1,130,0,0,0,0,1,0,0,0,4,0,0,0,132,23,6,0,2,../qqqq.twt
241,1,241,0,1,0,1,1,0,0,0,8,0,1,0,244,51,9,0,3,../qqqq.twt
66,0,66,0,0,0,0,1,0,0,0,2,0,0,0,66,12,5,0,1,../qqqq.twt
82,0,83,0,0,0,0,1,0,0,0,3,0,0,0,84,16,7,0,1,../qqqq.twt
218,0,220,0,0,0,0,2,0,0,1,9,0,1,1,218,43,12,0,2,../qqqq.twt
225,1,227,0,0,0,0,2,0,0,1,10,0,1,1,226,43,11,0,2,../qqqq.twt
100,1,98,1,0,0,0,0,0,0,0,5,0,1,0,100,24,12,0,1,../qqqq.twt
29,0,29,0,0,0,0,1,0,0,0,1,0,0,0,29,5,2,0,1,../qqqq.twt
67,1,69,0,0,0,0,1,0,0,0,4,0,0,0,71,14,7,0,1,../qqqq.twt
203,0,201,2,0,0,0,0,0,0,0,9,0,1,1,201,48,12,0,2,../qqqq.twt
64,0,66,0,0,0,0,1,0,0,0,1,0,1,0,66,10,2,0,2,../qqqq.twt
118,0,120,0,0,0,0,1,0,0,0,4,0,1,0,118,20,5,0,2,../qqqq.twt
69,0,71,0,0,0,0,1,0,0,0,4,0,0,0,71,12,5,0,1,../qqqq.twt
89,0,89,0,0,0,0,1,0,0,1,2,0,0,0,89,16,4,0,2,../qqqq.twt
116,0,118,0,0,0,0,1,0,0,0,2,0,3,0,118,24,12,0,1,../qqqq.twt
54,0,54,0,0,0,0,1,0,0,0,2,0,0,0,54,9,4,0,1,../qqqq.twt
160,0,163,0,0,0,0,1,0,0,0,6,1,2,0,160,31,8,0,2,../qqqq.twt
191,0,193,1,1,0,0,2,0,0,1,10,2,0,0,193,35,4,0,4,../qqqq.twt
71,0,68,0,0,0,0,1,0,0,0,3,0,0,0,71,12,3,0,2,../qqqq.twt
146,0,153,0,1,0,0,1,0,0,0,7,0,1,1,151,31,15,0,1,../qqqq.twt
117,0,122,1,0,0,0,1,0,0,0,6,2,1,0,122,22,5,0,2,../qqqq.twt
138,0,142,0,0,0,0,1,0,0,0,6,0,0,0,142,28,13,0,1,../qqqq.twt
95,0,94,0,0,0,0,1,0,0,0,2,0,0,0,95,17,8,0,1,../qqqq.twt
155,1,155,1,0,0,0,1,0,0,0,4,0,0,1,156,30,7,0,2,../qqqq.twt
132,0,134,1,0,0,0,1,0,0,0,6,1,0,0,134,25,11,0,1,../qqqq.twt
82,0,85,0,0,1,0,1,0,0,0,2,0,0,0,85,17,8,0,1,../qqqq.twt
110,0,114,0,0,0,0,1,0,0,0,5,1,0,0,114,24,6,0,2,../qqqq.twt
171,0,172,0,0,0,0,1,0,0,0,7,0,0,0,170,31,6,0,3,../qqqq.twt
150,0,154,0,0,0,0,1,0,0,0,7,0,0,1,154,28,6,0,2,../qqqq.twt
64,0,64,0,0,0,0,1,0,0,0,3,0,0,0,64,11,2,0,2,../qqqq.twt
97,1,95,0,0,0,0,2,0,0,0,5,1,1,0,97,19,4,0,2,../qqqq.twt
133,0,135,0,0,1,0,1,0,0,0,4,1,0,1,135,27,4,0,3,../qqqq.twt
87,0,89,0,0,0,0,0,0,0,0,5,0,0,0,89,16,4,0,2,../qqqq.twt
75,0,75,0,0,0,0,1,0,0,0,4,0,0,0,77,17,8,0,1,../qqqq.twt
100,0,97,0,0,0,0,1,0,0,0,5,0,1,0,100,19,9,0,1,../qqqq.twt
154,0,152,0,0,0,0,1,0,0,0,3,0,1,0,154,30,4,0,4,../qqqq.twt
192,2,196,0,1,0,1,1,0,0,0,7,1,1,0,188,39,7,0,3,../qqqq.twt
110,0,110,0,0,0,0,1,0,0,0,3,0,1,0,113,22,6,0,2,../qqqq.twt
148,0,152,1,0,0,0,1,0,0,0,5,0,5,0,152,33,16,0,1,../qqqq.twt
130,0,130,0,0,0,0,1,0,0,1,8,1,0,0,130,29,7,0,2,../qqqq.twt
251,0,251,2,0,0,0,2,0,0,3,11,0,0,0,253,51,6,0,5,../qqqq.twt
73,0,75,0,0,0,0,1,0,0,0,4,0,0,0,74,14,3,0,2,../qqqq.twt
238,0,244,2,1,0,1,1,0,0,0,10,0,0,0,244,54,9,0,3,../qqqq.twt
199,0,203,0,0,1,0,1,1,0,1,3,0,1,0,201,40,7,0,3,../qqqq.twt
80,0,78,0,0,0,1,1,0,0,0,5,0,0,0,79,14,3,0,2,../qqqq.twt
151,1,154,0,0,1,0,2,0,0,0,8,1,0,0,153,32,16,0,1,../qqqq.twt
186,0,188,0,1,0,1,1,0,0,1,7,0,1,0,188,37,9,0,2,../qqqq.twt
103,0,98,0,0,1,0,1,0,0,0,4,0,1,0,102,22,10,0,1,../qqqq.twt
137,0,137,1,0,0,0,2,0,0,0,8,2,0,0,135,19,3,0,3,../qqqq.twt
135,0,138,0,0,0,0,0,0,0,0,4,1,2,0,135,27,7,0,2,../qqqq.twt
35,0,35,0,0,0,0,1,0,0,0,1,0,0,0,35,5,2,0,1,../qqqq.twt
83,0,83,0,0,0,0,1,0,0,1,3,0,2,0,79,15,4,0,2,../qqqq.twt
75,0,77,0,0,0,1,1,0,0,1,3,1,1,0,77,15,3,0,2,../qqqq.twt
154,1,157,0,0,0,0,0,0,0,0,8,1,1,0,155,33,9,0,2,../qqqq.twt
98,0,99,0,0,0,0,1,0,0,0,5,0,1,0,99,18,9,0,1,../qqqq.twt
70,0,70,0,0,0,0,1,0,0,0,3,0,0,0,70,13,3,0,2,../qqqq.twt
113,0,118,0,0,0,0,2,0,0,0,4,1,0,0,117,23,11,0,1,../qqqq.twt
125,0,126,0,0,0,0,1,0,0,1,6,0,0,0,126,23,6,0,2,../qqqq.twt
182,1,190,1,0,0,0,1,0,0,0,9,0,0,0,188,43,11,0,2,../qqqq.twt
85,0,87,0,0,0,0,1,0,0,0,5,0,0,0,86,18,4,0,2,../qqqq.twt
74,0,74,0,0,0,0,1,0,0,0,4,0,0,0,74,14,7,0,1,../qqqq.twt
91,0,90,0,0,0,0,1,0,0,0,5,0,0,0,93,15,7,0,1,../qqqq.twt
136,0,131,0,1,0,0,1,0,0,0,5,0,1,0,137,27,14,0,1,../qqqq.twt
62,0,62,0,0,0,0,1,0,0,0,4,0,0,0,62,12,3,0,2,../qqqq.twt
216,1,217,0,0,0,0,1,0,0,0,8,0,0,2,217,47,24,0,1,../qqqq.twt
62,0,64,0,0,0,0,1,0,0,0,4,1,0,0,64,11,3,0,2,../qqqq.twt
158,0,154,0,0,0,1,1,0,0,0,7,0,1,0,156,28,7,0,2,../qqqq.twt
121,0,125,0,0,0,1,1,0,0,0,7,0,0,0,125,27,13,0,1,../qqqq.twt
52,0,52,0,0,0,0,1,0,0,0,4,0,0,0,52,10,4,0,1,../qqqq.twt
85,0,87,0,0,0,0,1,0,0,1,3,0,1,0,87,15,3,0,2,../qqqq.twt
79,0,79,0,0,0,2,2,0,0,0,7,1,0,0,79,16,7,0,1,../qqqq.twt
126,0,127,0,0,0,0,2,0,0,0,5,0,2,0,129,28,14,0,1,../qqqq.twt
90,0,90,1,0,0,0,1,0,0,0,4,0,0,0,90,16,7,0,1,../qqqq.twt
145,0,145,0,0,0,0,1,0,0,0,5,0,1,0,147,29,8,0,2,../qqqq.twt
129,0,131,0,0,0,0,1,0,0,1,4,0,0,1,131,22,5,0,2,../qqqq.twt
150,0,150,0,0,0,0,1,0,0,0,5,0,0,0,150,18,8,0,1,../qqqq.twt
216,0,215,0,0,1,0,1,0,0,0,11,1,0,0,217,42,10,0,2,../qqqq.twt
197,0,188,1,0,0,2,1,0,0,0,7,0,3,0,196,42,11,0,2,../qqqq.twt
75,0,73,0,0,1,0,1,0,0,0,2,0,1,0,76,15,4,0,2,../qqqq.twt
112,0,114,0,0,0,0,2,0,0,0,6,0,0,0,114,23,11,0,1,../qqqq.twt
193,0,188,0,0,0,1,1,0,0,0,10,0,1,1,193,36,9,0,2,../qqqq.twt
105,0,106,0,0,0,0,2,0,0,0,6,0,0,0,106,20,5,0,2,../qqqq.twt
124,1,131,0,0,0,0,1,0,0,0,4,0,1,0,127,28,13,0,1,../qqqq.twt
36,0,38,0,0,0,0,1,0,0,0,2,0,0,0,38,6,2,0,1,../qqqq.twt
203,0,201,2,0,0,0,0,0,0,0,9,0,1,1,201,48,12,0,2,../qqqq.twt
195,0,194,1,0,1,0,1,0,0,0,4,0,2,1,194,36,9,0,2,../qqqq.twt
96,0,98,0,0,0,0,1,0,0,0,3,0,0,0,98,15,7,0,1,../qqqq.twt
